TRAINING_STARTED 2025-08-14 13:57:00
STEP 1281 EPOCH 2.19
STEP 1282 EPOCH 2.19
STEP 1283 EPOCH 2.19
STEP 1284 EPOCH 2.19
STEP 1285 EPOCH 2.20
STEP 1286 EPOCH 2.20
STEP 1287 EPOCH 2.20
STEP 1288 EPOCH 2.20
STEP 1289 EPOCH 2.20
STEP 1290 EPOCH 2.21
LOG loss=0.1169, grad_norm=0.853823721408844, learning_rate=1.4971509971509972e-05, epoch=2.2051282051282053
STEP 1291 EPOCH 2.21
STEP 1292 EPOCH 2.21
STEP 1293 EPOCH 2.21
STEP 1294 EPOCH 2.21
STEP 1295 EPOCH 2.21
STEP 1296 EPOCH 2.22
STEP 1297 EPOCH 2.22
STEP 1298 EPOCH 2.22
STEP 1299 EPOCH 2.22
STEP 1300 EPOCH 2.22
LOG loss=0.0352, grad_norm=1.559716820716858, learning_rate=1.482905982905983e-05, epoch=2.2222222222222223
STEP 1301 EPOCH 2.22
STEP 1302 EPOCH 2.23
STEP 1303 EPOCH 2.23
STEP 1304 EPOCH 2.23
STEP 1305 EPOCH 2.23
STEP 1306 EPOCH 2.23
STEP 1307 EPOCH 2.23
STEP 1308 EPOCH 2.24
STEP 1309 EPOCH 2.24
STEP 1310 EPOCH 2.24
LOG loss=0.1286, grad_norm=0.011560231447219849, learning_rate=1.4686609686609687e-05, epoch=2.2393162393162394
STEP 1311 EPOCH 2.24
STEP 1312 EPOCH 2.24
STEP 1313 EPOCH 2.24
STEP 1314 EPOCH 2.25
STEP 1315 EPOCH 2.25
STEP 1316 EPOCH 2.25
STEP 1317 EPOCH 2.25
STEP 1318 EPOCH 2.25
STEP 1319 EPOCH 2.25
STEP 1320 EPOCH 2.26
LOG loss=0.058, grad_norm=0.04798543080687523, learning_rate=1.4544159544159544e-05, epoch=2.2564102564102564
STEP 1321 EPOCH 2.26
STEP 1322 EPOCH 2.26
STEP 1323 EPOCH 2.26
STEP 1324 EPOCH 2.26
STEP 1325 EPOCH 2.26
STEP 1326 EPOCH 2.27
STEP 1327 EPOCH 2.27
STEP 1328 EPOCH 2.27
STEP 1329 EPOCH 2.27
STEP 1330 EPOCH 2.27
LOG loss=0.1214, grad_norm=0.0024186333175748587, learning_rate=1.4401709401709401e-05, epoch=2.2735042735042734
STEP 1331 EPOCH 2.28
STEP 1332 EPOCH 2.28
STEP 1333 EPOCH 2.28
STEP 1334 EPOCH 2.28
STEP 1335 EPOCH 2.28
STEP 1336 EPOCH 2.28
STEP 1337 EPOCH 2.29
STEP 1338 EPOCH 2.29
STEP 1339 EPOCH 2.29
STEP 1340 EPOCH 2.29
LOG loss=0.1217, grad_norm=85.3410415649414, learning_rate=1.425925925925926e-05, epoch=2.2905982905982905
STEP 1341 EPOCH 2.29
STEP 1342 EPOCH 2.29
STEP 1343 EPOCH 2.30
STEP 1344 EPOCH 2.30
STEP 1345 EPOCH 2.30
STEP 1346 EPOCH 2.30
STEP 1347 EPOCH 2.30
STEP 1348 EPOCH 2.30
STEP 1349 EPOCH 2.31
STEP 1350 EPOCH 2.31
LOG loss=0.1531, grad_norm=121.04521942138672, learning_rate=1.4116809116809118e-05, epoch=2.3076923076923075
STEP 1351 EPOCH 2.31
STEP 1352 EPOCH 2.31
STEP 1353 EPOCH 2.31
STEP 1354 EPOCH 2.31
STEP 1355 EPOCH 2.32
STEP 1356 EPOCH 2.32
STEP 1357 EPOCH 2.32
STEP 1358 EPOCH 2.32
STEP 1359 EPOCH 2.32
STEP 1360 EPOCH 2.32
LOG loss=0.1836, grad_norm=19.066862106323242, learning_rate=1.3974358974358975e-05, epoch=2.324786324786325
STEP 1361 EPOCH 2.33
STEP 1362 EPOCH 2.33
STEP 1363 EPOCH 2.33
STEP 1364 EPOCH 2.33
STEP 1365 EPOCH 2.33
STEP 1366 EPOCH 2.34
STEP 1367 EPOCH 2.34
STEP 1368 EPOCH 2.34
STEP 1369 EPOCH 2.34
STEP 1370 EPOCH 2.34
LOG loss=0.0618, grad_norm=0.012900946661829948, learning_rate=1.3831908831908833e-05, epoch=2.341880341880342
STEP 1371 EPOCH 2.34
STEP 1372 EPOCH 2.35
STEP 1373 EPOCH 2.35
STEP 1374 EPOCH 2.35
STEP 1375 EPOCH 2.35
STEP 1376 EPOCH 2.35
STEP 1377 EPOCH 2.35
STEP 1378 EPOCH 2.36
STEP 1379 EPOCH 2.36
STEP 1380 EPOCH 2.36
LOG loss=0.1719, grad_norm=0.3959430158138275, learning_rate=1.368945868945869e-05, epoch=2.358974358974359
STEP 1381 EPOCH 2.36
STEP 1382 EPOCH 2.36
STEP 1383 EPOCH 2.36
STEP 1384 EPOCH 2.37
STEP 1385 EPOCH 2.37
STEP 1386 EPOCH 2.37
STEP 1387 EPOCH 2.37
STEP 1388 EPOCH 2.37
STEP 1389 EPOCH 2.37
STEP 1390 EPOCH 2.38
LOG loss=0.21, grad_norm=90.26721954345703, learning_rate=1.3547008547008547e-05, epoch=2.376068376068376
STEP 1391 EPOCH 2.38
STEP 1392 EPOCH 2.38
STEP 1393 EPOCH 2.38
STEP 1394 EPOCH 2.38
STEP 1395 EPOCH 2.38
STEP 1396 EPOCH 2.39
STEP 1397 EPOCH 2.39
STEP 1398 EPOCH 2.39
STEP 1399 EPOCH 2.39
STEP 1400 EPOCH 2.39
LOG loss=0.1486, grad_norm=0.10057520866394043, learning_rate=1.3404558404558405e-05, epoch=2.393162393162393
STEP 1401 EPOCH 2.39
STEP 1402 EPOCH 2.40
STEP 1403 EPOCH 2.40
STEP 1404 EPOCH 2.40
STEP 1405 EPOCH 2.40
STEP 1406 EPOCH 2.40
STEP 1407 EPOCH 2.41
STEP 1408 EPOCH 2.41
STEP 1409 EPOCH 2.41
STEP 1410 EPOCH 2.41
LOG loss=0.0339, grad_norm=0.001506565953604877, learning_rate=1.3262108262108262e-05, epoch=2.41025641025641
STEP 1411 EPOCH 2.41
STEP 1412 EPOCH 2.41
STEP 1413 EPOCH 2.42
STEP 1414 EPOCH 2.42
STEP 1415 EPOCH 2.42
STEP 1416 EPOCH 2.42
STEP 1417 EPOCH 2.42
STEP 1418 EPOCH 2.42
STEP 1419 EPOCH 2.43
STEP 1420 EPOCH 2.43
LOG loss=0.0851, grad_norm=3.387410879135132, learning_rate=1.311965811965812e-05, epoch=2.427350427350427
STEP 1421 EPOCH 2.43
STEP 1422 EPOCH 2.43
STEP 1423 EPOCH 2.43
STEP 1424 EPOCH 2.43
STEP 1425 EPOCH 2.44
STEP 1426 EPOCH 2.44
STEP 1427 EPOCH 2.44
STEP 1428 EPOCH 2.44
STEP 1429 EPOCH 2.44
STEP 1430 EPOCH 2.44
LOG loss=0.2526, grad_norm=38.965606689453125, learning_rate=1.2977207977207977e-05, epoch=2.4444444444444446
STEP 1431 EPOCH 2.45
STEP 1432 EPOCH 2.45
STEP 1433 EPOCH 2.45
STEP 1434 EPOCH 2.45
STEP 1435 EPOCH 2.45
STEP 1436 EPOCH 2.45
STEP 1437 EPOCH 2.46
STEP 1438 EPOCH 2.46
STEP 1439 EPOCH 2.46
STEP 1440 EPOCH 2.46
LOG loss=0.3082, grad_norm=1.7970507144927979, learning_rate=1.2834757834757834e-05, epoch=2.4615384615384617
STEP 1441 EPOCH 2.46
STEP 1442 EPOCH 2.46
STEP 1443 EPOCH 2.47
STEP 1444 EPOCH 2.47
STEP 1445 EPOCH 2.47
STEP 1446 EPOCH 2.47
STEP 1447 EPOCH 2.47
STEP 1448 EPOCH 2.48
STEP 1449 EPOCH 2.48
STEP 1450 EPOCH 2.48
LOG loss=0.1644, grad_norm=6.476560592651367, learning_rate=1.2692307692307693e-05, epoch=2.4786324786324787
STEP 1451 EPOCH 2.48
STEP 1452 EPOCH 2.48
STEP 1453 EPOCH 2.48
STEP 1454 EPOCH 2.49
STEP 1455 EPOCH 2.49
STEP 1456 EPOCH 2.49
STEP 1457 EPOCH 2.49
STEP 1458 EPOCH 2.49
STEP 1459 EPOCH 2.49
STEP 1460 EPOCH 2.50
LOG loss=0.1802, grad_norm=0.03444024547934532, learning_rate=1.254985754985755e-05, epoch=2.4957264957264957
STEP 1461 EPOCH 2.50
STEP 1462 EPOCH 2.50
STEP 1463 EPOCH 2.50
STEP 1464 EPOCH 2.50
STEP 1465 EPOCH 2.50
STEP 1466 EPOCH 2.51
STEP 1467 EPOCH 2.51
STEP 1468 EPOCH 2.51
STEP 1469 EPOCH 2.51
STEP 1470 EPOCH 2.51
LOG loss=0.1284, grad_norm=0.11681881546974182, learning_rate=1.2407407407407408e-05, epoch=2.5128205128205128
STEP 1471 EPOCH 2.51
STEP 1472 EPOCH 2.52
STEP 1473 EPOCH 2.52
STEP 1474 EPOCH 2.52
STEP 1475 EPOCH 2.52
STEP 1476 EPOCH 2.52
STEP 1477 EPOCH 2.52
STEP 1478 EPOCH 2.53
STEP 1479 EPOCH 2.53
STEP 1480 EPOCH 2.53
LOG loss=0.2209, grad_norm=146.3831024169922, learning_rate=1.2264957264957265e-05, epoch=2.52991452991453
STEP 1481 EPOCH 2.53
STEP 1482 EPOCH 2.53
STEP 1483 EPOCH 2.54
STEP 1484 EPOCH 2.54
STEP 1485 EPOCH 2.54
STEP 1486 EPOCH 2.54
STEP 1487 EPOCH 2.54
STEP 1488 EPOCH 2.54
STEP 1489 EPOCH 2.55
STEP 1490 EPOCH 2.55
LOG loss=0.0965, grad_norm=0.34230509400367737, learning_rate=1.2122507122507123e-05, epoch=2.547008547008547
STEP 1491 EPOCH 2.55
STEP 1492 EPOCH 2.55
STEP 1493 EPOCH 2.55
STEP 1494 EPOCH 2.55
STEP 1495 EPOCH 2.56
STEP 1496 EPOCH 2.56
STEP 1497 EPOCH 2.56
STEP 1498 EPOCH 2.56
STEP 1499 EPOCH 2.56
STEP 1500 EPOCH 2.56
LOG loss=0.0786, grad_norm=14.014530181884766, learning_rate=1.1980056980056982e-05, epoch=2.564102564102564
STEP 1501 EPOCH 2.57
STEP 1502 EPOCH 2.57
STEP 1503 EPOCH 2.57
STEP 1504 EPOCH 2.57
STEP 1505 EPOCH 2.57
STEP 1506 EPOCH 2.57
STEP 1507 EPOCH 2.58
STEP 1508 EPOCH 2.58
STEP 1509 EPOCH 2.58
STEP 1510 EPOCH 2.58
LOG loss=0.0729, grad_norm=2.085880756378174, learning_rate=1.1837606837606839e-05, epoch=2.5811965811965814
STEP 1511 EPOCH 2.58
STEP 1512 EPOCH 2.58
STEP 1513 EPOCH 2.59
STEP 1514 EPOCH 2.59
STEP 1515 EPOCH 2.59
STEP 1516 EPOCH 2.59
STEP 1517 EPOCH 2.59
STEP 1518 EPOCH 2.59
STEP 1519 EPOCH 2.60
STEP 1520 EPOCH 2.60
LOG loss=0.1364, grad_norm=20.081636428833008, learning_rate=1.1695156695156696e-05, epoch=2.5982905982905984
STEP 1521 EPOCH 2.60
STEP 1522 EPOCH 2.60
STEP 1523 EPOCH 2.60
STEP 1524 EPOCH 2.61
STEP 1525 EPOCH 2.61
STEP 1526 EPOCH 2.61
STEP 1527 EPOCH 2.61
STEP 1528 EPOCH 2.61
STEP 1529 EPOCH 2.61
STEP 1530 EPOCH 2.62
LOG loss=0.3766, grad_norm=79.95423126220703, learning_rate=1.1552706552706552e-05, epoch=2.6153846153846154
STEP 1531 EPOCH 2.62
STEP 1532 EPOCH 2.62
STEP 1533 EPOCH 2.62
STEP 1534 EPOCH 2.62
STEP 1535 EPOCH 2.62
STEP 1536 EPOCH 2.63
STEP 1537 EPOCH 2.63
STEP 1538 EPOCH 2.63
STEP 1539 EPOCH 2.63
STEP 1540 EPOCH 2.63
LOG loss=0.0684, grad_norm=7.680079460144043, learning_rate=1.141025641025641e-05, epoch=2.6324786324786325
STEP 1541 EPOCH 2.63
STEP 1542 EPOCH 2.64
STEP 1543 EPOCH 2.64
STEP 1544 EPOCH 2.64
STEP 1545 EPOCH 2.64
STEP 1546 EPOCH 2.64
STEP 1547 EPOCH 2.64
STEP 1548 EPOCH 2.65
STEP 1549 EPOCH 2.65
STEP 1550 EPOCH 2.65
LOG loss=0.3617, grad_norm=93.96792602539062, learning_rate=1.1267806267806267e-05, epoch=2.6495726495726495
STEP 1551 EPOCH 2.65
STEP 1552 EPOCH 2.65
STEP 1553 EPOCH 2.65
STEP 1554 EPOCH 2.66
STEP 1555 EPOCH 2.66
STEP 1556 EPOCH 2.66
STEP 1557 EPOCH 2.66
STEP 1558 EPOCH 2.66
STEP 1559 EPOCH 2.66
STEP 1560 EPOCH 2.67
LOG loss=0.4002, grad_norm=59.348514556884766, learning_rate=1.1125356125356126e-05, epoch=2.6666666666666665
STEP 1561 EPOCH 2.67
STEP 1562 EPOCH 2.67
STEP 1563 EPOCH 2.67
STEP 1564 EPOCH 2.67
STEP 1565 EPOCH 2.68
STEP 1566 EPOCH 2.68
STEP 1567 EPOCH 2.68
STEP 1568 EPOCH 2.68
STEP 1569 EPOCH 2.68
STEP 1570 EPOCH 2.68
LOG loss=0.2143, grad_norm=0.016782958060503006, learning_rate=1.0982905982905983e-05, epoch=2.683760683760684
STEP 1571 EPOCH 2.69
STEP 1572 EPOCH 2.69
STEP 1573 EPOCH 2.69
STEP 1574 EPOCH 2.69
STEP 1575 EPOCH 2.69
STEP 1576 EPOCH 2.69
STEP 1577 EPOCH 2.70
STEP 1578 EPOCH 2.70
STEP 1579 EPOCH 2.70
STEP 1580 EPOCH 2.70
LOG loss=0.1535, grad_norm=14.281084060668945, learning_rate=1.084045584045584e-05, epoch=2.700854700854701
STEP 1581 EPOCH 2.70
STEP 1582 EPOCH 2.70
STEP 1583 EPOCH 2.71
STEP 1584 EPOCH 2.71
STEP 1585 EPOCH 2.71
STEP 1586 EPOCH 2.71
STEP 1587 EPOCH 2.71
STEP 1588 EPOCH 2.71
STEP 1589 EPOCH 2.72
STEP 1590 EPOCH 2.72
LOG loss=0.227, grad_norm=1.621367335319519, learning_rate=1.0698005698005698e-05, epoch=2.717948717948718
STEP 1591 EPOCH 2.72
STEP 1592 EPOCH 2.72
STEP 1593 EPOCH 2.72
STEP 1594 EPOCH 2.72
STEP 1595 EPOCH 2.73
STEP 1596 EPOCH 2.73
STEP 1597 EPOCH 2.73
STEP 1598 EPOCH 2.73
STEP 1599 EPOCH 2.73
STEP 1600 EPOCH 2.74
LOG loss=0.3494, grad_norm=1.8987860679626465, learning_rate=1.0555555555555555e-05, epoch=2.735042735042735
STEP 1601 EPOCH 2.74
STEP 1602 EPOCH 2.74
STEP 1603 EPOCH 2.74
STEP 1604 EPOCH 2.74
STEP 1605 EPOCH 2.74
STEP 1606 EPOCH 2.75
STEP 1607 EPOCH 2.75
STEP 1608 EPOCH 2.75
STEP 1609 EPOCH 2.75
STEP 1610 EPOCH 2.75
LOG loss=0.2683, grad_norm=0.363779217004776, learning_rate=1.0413105413105414e-05, epoch=2.752136752136752
STEP 1611 EPOCH 2.75
STEP 1612 EPOCH 2.76
STEP 1613 EPOCH 2.76
STEP 1614 EPOCH 2.76
STEP 1615 EPOCH 2.76
STEP 1616 EPOCH 2.76
STEP 1617 EPOCH 2.76
STEP 1618 EPOCH 2.77
STEP 1619 EPOCH 2.77
STEP 1620 EPOCH 2.77
LOG loss=0.1045, grad_norm=10.560047149658203, learning_rate=1.0270655270655272e-05, epoch=2.769230769230769
STEP 1621 EPOCH 2.77
STEP 1622 EPOCH 2.77
STEP 1623 EPOCH 2.77
STEP 1624 EPOCH 2.78
STEP 1625 EPOCH 2.78
STEP 1626 EPOCH 2.78
STEP 1627 EPOCH 2.78
STEP 1628 EPOCH 2.78
STEP 1629 EPOCH 2.78
STEP 1630 EPOCH 2.79
LOG loss=0.1277, grad_norm=0.01056670118123293, learning_rate=1.012820512820513e-05, epoch=2.786324786324786
STEP 1631 EPOCH 2.79
STEP 1632 EPOCH 2.79
STEP 1633 EPOCH 2.79
STEP 1634 EPOCH 2.79
STEP 1635 EPOCH 2.79
STEP 1636 EPOCH 2.80
STEP 1637 EPOCH 2.80
STEP 1638 EPOCH 2.80
STEP 1639 EPOCH 2.80
STEP 1640 EPOCH 2.80
LOG loss=0.2794, grad_norm=0.04856988787651062, learning_rate=9.985754985754987e-06, epoch=2.8034188034188032
STEP 1641 EPOCH 2.81
STEP 1642 EPOCH 2.81
STEP 1643 EPOCH 2.81
STEP 1644 EPOCH 2.81
STEP 1645 EPOCH 2.81
STEP 1646 EPOCH 2.81
STEP 1647 EPOCH 2.82
STEP 1648 EPOCH 2.82
STEP 1649 EPOCH 2.82
STEP 1650 EPOCH 2.82
LOG loss=0.1151, grad_norm=87.08332061767578, learning_rate=9.843304843304842e-06, epoch=2.8205128205128203
STEP 1651 EPOCH 2.82
STEP 1652 EPOCH 2.82
STEP 1653 EPOCH 2.83
STEP 1654 EPOCH 2.83
STEP 1655 EPOCH 2.83
STEP 1656 EPOCH 2.83
STEP 1657 EPOCH 2.83
STEP 1658 EPOCH 2.83
STEP 1659 EPOCH 2.84
STEP 1660 EPOCH 2.84
LOG loss=0.1283, grad_norm=5.00670051574707, learning_rate=9.700854700854701e-06, epoch=2.8376068376068377
STEP 1661 EPOCH 2.84
STEP 1662 EPOCH 2.84
STEP 1663 EPOCH 2.84
STEP 1664 EPOCH 2.84
STEP 1665 EPOCH 2.85
STEP 1666 EPOCH 2.85
STEP 1667 EPOCH 2.85
STEP 1668 EPOCH 2.85
STEP 1669 EPOCH 2.85
STEP 1670 EPOCH 2.85
LOG loss=0.2347, grad_norm=43.953880310058594, learning_rate=9.558404558404559e-06, epoch=2.8547008547008548
STEP 1671 EPOCH 2.86
STEP 1672 EPOCH 2.86
STEP 1673 EPOCH 2.86
STEP 1674 EPOCH 2.86
STEP 1675 EPOCH 2.86
STEP 1676 EPOCH 2.86
STEP 1677 EPOCH 2.87
STEP 1678 EPOCH 2.87
STEP 1679 EPOCH 2.87
STEP 1680 EPOCH 2.87
LOG loss=0.3319, grad_norm=57.16487503051758, learning_rate=9.415954415954416e-06, epoch=2.871794871794872
STEP 1681 EPOCH 2.87
STEP 1682 EPOCH 2.88
STEP 1683 EPOCH 2.88
STEP 1684 EPOCH 2.88
STEP 1685 EPOCH 2.88
STEP 1686 EPOCH 2.88
STEP 1687 EPOCH 2.88
STEP 1688 EPOCH 2.89
STEP 1689 EPOCH 2.89
STEP 1690 EPOCH 2.89
LOG loss=0.2688, grad_norm=1.2229918241500854, learning_rate=9.273504273504273e-06, epoch=2.888888888888889
STEP 1691 EPOCH 2.89
STEP 1692 EPOCH 2.89
STEP 1693 EPOCH 2.89
STEP 1694 EPOCH 2.90
STEP 1695 EPOCH 2.90
STEP 1696 EPOCH 2.90
STEP 1697 EPOCH 2.90
STEP 1698 EPOCH 2.90
STEP 1699 EPOCH 2.90
STEP 1700 EPOCH 2.91
LOG loss=0.1491, grad_norm=0.15541982650756836, learning_rate=9.13105413105413e-06, epoch=2.905982905982906
STEP 1701 EPOCH 2.91
STEP 1702 EPOCH 2.91
STEP 1703 EPOCH 2.91
STEP 1704 EPOCH 2.91
STEP 1705 EPOCH 2.91
STEP 1706 EPOCH 2.92
STEP 1707 EPOCH 2.92
STEP 1708 EPOCH 2.92
STEP 1709 EPOCH 2.92
STEP 1710 EPOCH 2.92
LOG loss=0.3481, grad_norm=0.11450797319412231, learning_rate=8.988603988603988e-06, epoch=2.9230769230769234
STEP 1711 EPOCH 2.92
STEP 1712 EPOCH 2.93
STEP 1713 EPOCH 2.93
STEP 1714 EPOCH 2.93
STEP 1715 EPOCH 2.93
STEP 1716 EPOCH 2.93
STEP 1717 EPOCH 2.94
STEP 1718 EPOCH 2.94
STEP 1719 EPOCH 2.94
STEP 1720 EPOCH 2.94
LOG loss=0.1985, grad_norm=0.5111085176467896, learning_rate=8.846153846153847e-06, epoch=2.9401709401709404
STEP 1721 EPOCH 2.94
STEP 1722 EPOCH 2.94
STEP 1723 EPOCH 2.95
STEP 1724 EPOCH 2.95
STEP 1725 EPOCH 2.95
STEP 1726 EPOCH 2.95
STEP 1727 EPOCH 2.95
STEP 1728 EPOCH 2.95
STEP 1729 EPOCH 2.96
STEP 1730 EPOCH 2.96
LOG loss=0.1527, grad_norm=33.04138946533203, learning_rate=8.703703703703705e-06, epoch=2.9572649572649574
STEP 1731 EPOCH 2.96
STEP 1732 EPOCH 2.96
STEP 1733 EPOCH 2.96
STEP 1734 EPOCH 2.96
STEP 1735 EPOCH 2.97
STEP 1736 EPOCH 2.97
STEP 1737 EPOCH 2.97
STEP 1738 EPOCH 2.97
STEP 1739 EPOCH 2.97
STEP 1740 EPOCH 2.97
LOG loss=0.2656, grad_norm=56.55897903442383, learning_rate=8.561253561253562e-06, epoch=2.9743589743589745
STEP 1741 EPOCH 2.98
STEP 1742 EPOCH 2.98
STEP 1743 EPOCH 2.98
STEP 1744 EPOCH 2.98
STEP 1745 EPOCH 2.98
STEP 1746 EPOCH 2.98
STEP 1747 EPOCH 2.99
STEP 1748 EPOCH 2.99
STEP 1749 EPOCH 2.99
STEP 1750 EPOCH 2.99
LOG loss=0.349, grad_norm=9.658853530883789, learning_rate=8.41880341880342e-06, epoch=2.9914529914529915
STEP 1751 EPOCH 2.99
STEP 1752 EPOCH 2.99
STEP 1753 EPOCH 3.00
STEP 1754 EPOCH 3.00
STEP 1755 EPOCH 3.00
STEP 1756 EPOCH 3.00
STEP 1757 EPOCH 3.00
STEP 1758 EPOCH 3.01
STEP 1759 EPOCH 3.01
STEP 1760 EPOCH 3.01
LOG loss=0.5231, grad_norm=82.06861877441406, learning_rate=8.276353276353277e-06, epoch=3.0085470085470085
STEP 1761 EPOCH 3.01
STEP 1762 EPOCH 3.01
STEP 1763 EPOCH 3.01
STEP 1764 EPOCH 3.02
STEP 1765 EPOCH 3.02
STEP 1766 EPOCH 3.02
STEP 1767 EPOCH 3.02
STEP 1768 EPOCH 3.02
STEP 1769 EPOCH 3.02
STEP 1770 EPOCH 3.03
LOG loss=0.6469, grad_norm=69.83914184570312, learning_rate=8.133903133903134e-06, epoch=3.0256410256410255
STEP 1771 EPOCH 3.03
STEP 1772 EPOCH 3.03
STEP 1773 EPOCH 3.03
STEP 1774 EPOCH 3.03
STEP 1775 EPOCH 3.03
STEP 1776 EPOCH 3.04
STEP 1777 EPOCH 3.04
STEP 1778 EPOCH 3.04
STEP 1779 EPOCH 3.04
STEP 1780 EPOCH 3.04
LOG loss=0.5326, grad_norm=1.8645813465118408, learning_rate=7.991452991452991e-06, epoch=3.0427350427350426
STEP 1781 EPOCH 3.04
STEP 1782 EPOCH 3.05
STEP 1783 EPOCH 3.05
STEP 1784 EPOCH 3.05
STEP 1785 EPOCH 3.05
STEP 1786 EPOCH 3.05
STEP 1787 EPOCH 3.05
STEP 1788 EPOCH 3.06
STEP 1789 EPOCH 3.06
STEP 1790 EPOCH 3.06
LOG loss=0.2235, grad_norm=3.5417118072509766, learning_rate=7.849002849002849e-06, epoch=3.0598290598290596
STEP 1791 EPOCH 3.06
STEP 1792 EPOCH 3.06
STEP 1793 EPOCH 3.06
STEP 1794 EPOCH 3.07
STEP 1795 EPOCH 3.07
STEP 1796 EPOCH 3.07
STEP 1797 EPOCH 3.07
STEP 1798 EPOCH 3.07
STEP 1799 EPOCH 3.08
STEP 1800 EPOCH 3.08
LOG loss=0.2241, grad_norm=2.5647823810577393, learning_rate=7.706552706552706e-06, epoch=3.076923076923077
STEP 1801 EPOCH 3.08
STEP 1802 EPOCH 3.08
STEP 1803 EPOCH 3.08
STEP 1804 EPOCH 3.08
STEP 1805 EPOCH 3.09
STEP 1806 EPOCH 3.09
STEP 1807 EPOCH 3.09
STEP 1808 EPOCH 3.09
STEP 1809 EPOCH 3.09
STEP 1810 EPOCH 3.09
LOG loss=0.4675, grad_norm=3.1409497261047363, learning_rate=7.564102564102564e-06, epoch=3.094017094017094
STEP 1811 EPOCH 3.10
STEP 1812 EPOCH 3.10
STEP 1813 EPOCH 3.10
STEP 1814 EPOCH 3.10
STEP 1815 EPOCH 3.10
STEP 1816 EPOCH 3.10
STEP 1817 EPOCH 3.11
STEP 1818 EPOCH 3.11
STEP 1819 EPOCH 3.11
STEP 1820 EPOCH 3.11
LOG loss=0.2477, grad_norm=1.0524094104766846, learning_rate=7.421652421652422e-06, epoch=3.111111111111111
STEP 1821 EPOCH 3.11
STEP 1822 EPOCH 3.11
STEP 1823 EPOCH 3.12
STEP 1824 EPOCH 3.12
STEP 1825 EPOCH 3.12
STEP 1826 EPOCH 3.12
STEP 1827 EPOCH 3.12
STEP 1828 EPOCH 3.12
STEP 1829 EPOCH 3.13
STEP 1830 EPOCH 3.13
LOG loss=0.4691, grad_norm=14.734517097473145, learning_rate=7.279202279202279e-06, epoch=3.128205128205128
STEP 1831 EPOCH 3.13
STEP 1832 EPOCH 3.13
STEP 1833 EPOCH 3.13
STEP 1834 EPOCH 3.14
STEP 1835 EPOCH 3.14
STEP 1836 EPOCH 3.14
STEP 1837 EPOCH 3.14
STEP 1838 EPOCH 3.14
STEP 1839 EPOCH 3.14
STEP 1840 EPOCH 3.15
LOG loss=0.2555, grad_norm=2.938082456588745, learning_rate=7.136752136752137e-06, epoch=3.1452991452991452
STEP 1841 EPOCH 3.15
STEP 1842 EPOCH 3.15
STEP 1843 EPOCH 3.15
STEP 1844 EPOCH 3.15
STEP 1845 EPOCH 3.15
STEP 1846 EPOCH 3.16
STEP 1847 EPOCH 3.16
STEP 1848 EPOCH 3.16
STEP 1849 EPOCH 3.16
STEP 1850 EPOCH 3.16
LOG loss=0.4264, grad_norm=18.13792610168457, learning_rate=6.994301994301995e-06, epoch=3.1623931623931623
STEP 1851 EPOCH 3.16
STEP 1852 EPOCH 3.17
STEP 1853 EPOCH 3.17
STEP 1854 EPOCH 3.17
STEP 1855 EPOCH 3.17
STEP 1856 EPOCH 3.17
STEP 1857 EPOCH 3.17
STEP 1858 EPOCH 3.18
STEP 1859 EPOCH 3.18
STEP 1860 EPOCH 3.18
LOG loss=0.3744, grad_norm=12.71608829498291, learning_rate=6.851851851851852e-06, epoch=3.1794871794871793
STEP 1861 EPOCH 3.18
STEP 1862 EPOCH 3.18
STEP 1863 EPOCH 3.18
STEP 1864 EPOCH 3.19
STEP 1865 EPOCH 3.19
STEP 1866 EPOCH 3.19
STEP 1867 EPOCH 3.19
STEP 1868 EPOCH 3.19
STEP 1869 EPOCH 3.19
STEP 1870 EPOCH 3.20
LOG loss=0.3085, grad_norm=52.32546615600586, learning_rate=6.7094017094017094e-06, epoch=3.1965811965811968
STEP 1871 EPOCH 3.20
STEP 1872 EPOCH 3.20
STEP 1873 EPOCH 3.20
STEP 1874 EPOCH 3.20
STEP 1875 EPOCH 3.21
STEP 1876 EPOCH 3.21
STEP 1877 EPOCH 3.21
STEP 1878 EPOCH 3.21
STEP 1879 EPOCH 3.21
STEP 1880 EPOCH 3.21
LOG loss=0.3947, grad_norm=6.48179292678833, learning_rate=6.566951566951567e-06, epoch=3.213675213675214
STEP 1881 EPOCH 3.22
STEP 1882 EPOCH 3.22
STEP 1883 EPOCH 3.22
STEP 1884 EPOCH 3.22
STEP 1885 EPOCH 3.22
STEP 1886 EPOCH 3.22
STEP 1887 EPOCH 3.23
STEP 1888 EPOCH 3.23
STEP 1889 EPOCH 3.23
STEP 1890 EPOCH 3.23
LOG loss=0.7289, grad_norm=0.21542008221149445, learning_rate=6.424501424501425e-06, epoch=3.230769230769231
STEP 1891 EPOCH 3.23
STEP 1892 EPOCH 3.23
STEP 1893 EPOCH 3.24
STEP 1894 EPOCH 3.24
STEP 1895 EPOCH 3.24
STEP 1896 EPOCH 3.24
STEP 1897 EPOCH 3.24
STEP 1898 EPOCH 3.24
STEP 1899 EPOCH 3.25
STEP 1900 EPOCH 3.25
LOG loss=0.4964, grad_norm=14.051871299743652, learning_rate=6.282051282051282e-06, epoch=3.247863247863248
